image_path,mask_path,type,split
dataset\images\train\817-dat_png_jpg.rf.8NhIzlFVSP1DrvdFxnHZ.jpg,dataset\masks\train\817-dat_png_jpg.rf.8NhIzlFVSP1DrvdFxnHZ__segment_crack.png,crack,train
dataset\images\train\crack319_jpg.rf.8YGXGoPwNyCataE4Unyc.jpg,dataset\masks\train\crack319_jpg.rf.8YGXGoPwNyCataE4Unyc__segment_crack.png,crack,train
dataset\images\train\3512_jpg.rf.8h1fB79eI3anoNp6cngB.jpg,dataset\masks\train\3512_jpg.rf.8h1fB79eI3anoNp6cngB__segment_crack.png,crack,train
dataset\images\train\cracking239_jpg.rf.0coAAMB2XzOMWrkrm8ce.jpg,dataset\masks\train\cracking239_jpg.rf.0coAAMB2XzOMWrkrm8ce__segment_crack.png,crack,train
dataset\images\train\507_jpg.rf.0gCJUZpUZ5b8O78pGwhL.jpg,dataset\masks\train\507_jpg.rf.0gCJUZpUZ5b8O78pGwhL__segment_crack.png,crack,train
dataset\images\train\3573_jpg.rf.0AAnw1FZzSabXF6AJZpY.jpg,dataset\masks\train\3573_jpg.rf.0AAnw1FZzSabXF6AJZpY__segment_crack.png,crack,train
dataset\images\train\3475_jpg.rf.0PMjw0UNfV1TdGbfyqls.jpg,dataset\masks\train\3475_jpg.rf.0PMjw0UNfV1TdGbfyqls__segment_crack.png,crack,train
dataset\images\train\1076-dat_png_jpg.rf.12ZTy7sQjakeRgc0PGJ9.jpg,dataset\masks\train\1076-dat_png_jpg.rf.12ZTy7sQjakeRgc0PGJ9__segment_crack.png,crack,train
dataset\images\train\2314_jpg.rf.0nm9UP53dglSR79Wng5o.jpg,dataset\masks\train\2314_jpg.rf.0nm9UP53dglSR79Wng5o__segment_crack.png,crack,train
dataset\images\train\crack251_jpg.rf.0qpZJ8dwvcwVxh59ir0C.jpg,dataset\masks\train\crack251_jpg.rf.0qpZJ8dwvcwVxh59ir0C__segment_crack.png,crack,train
dataset\images\train\3566_jpg.rf.1W57h3eXIwUckZEOLBU0.jpg,dataset\masks\train\3566_jpg.rf.1W57h3eXIwUckZEOLBU0__segment_crack.png,crack,train
dataset\images\train\2594_jpg.rf.1aWISoeh4IVUEf20tmU0.jpg,dataset\masks\train\2594_jpg.rf.1aWISoeh4IVUEf20tmU0__segment_crack.png,crack,train
dataset\images\train\3332_jpg.rf.1Q1LXvMJtjfGL1fRBp1X.jpg,dataset\masks\train\3332_jpg.rf.1Q1LXvMJtjfGL1fRBp1X__segment_crack.png,crack,train
dataset\images\train\Image_-548-_jpg.rf.24PFdnsm2yEKWJeJoRbl.jpg,dataset\masks\train\Image_-548-_jpg.rf.24PFdnsm2yEKWJeJoRbl__segment_crack.png,crack,train
dataset\images\train\image07_jpg.rf.1n3mOO8qXyYCjNLZ4CR4.jpg,dataset\masks\train\image07_jpg.rf.1n3mOO8qXyYCjNLZ4CR4__segment_crack.png,crack,train
dataset\images\train\00048_jpg.rf.1dNMP94DYnvni4aNjU7f.jpg,dataset\masks\train\00048_jpg.rf.1dNMP94DYnvni4aNjU7f__segment_crack.png,crack,train
dataset\images\train\Retaining-Wall-Crack_jpg.rf.29GCB1eorZYFHqCfbJlT.jpg,dataset\masks\train\Retaining-Wall-Crack_jpg.rf.29GCB1eorZYFHqCfbJlT__segment_crack.png,crack,train
dataset\images\train\crack318_jpg.rf.2HxVkOJZ0OGLz9atuIMt.jpg,dataset\masks\train\crack318_jpg.rf.2HxVkOJZ0OGLz9atuIMt__segment_crack.png,crack,train
dataset\images\train\cracking0105_jpg.rf.2LgZlg4j2jWU12A4ALEa.jpg,dataset\masks\train\cracking0105_jpg.rf.2LgZlg4j2jWU12A4ALEa__segment_crack.png,crack,train
dataset\images\train\cracking321_jpg.rf.2dFbR1bc8pa8MlemnWfe.jpg,dataset\masks\train\cracking321_jpg.rf.2dFbR1bc8pa8MlemnWfe__segment_crack.png,crack,train
dataset\images\train\1116-dat_png_jpg.rf.2leiZTRcKbFsXUBG5dN9.jpg,dataset\masks\train\1116-dat_png_jpg.rf.2leiZTRcKbFsXUBG5dN9__segment_crack.png,crack,train
dataset\images\train\Image_-489-_jpg.rf.2kn8zHHakqLNW2cnAUuT.jpg,dataset\masks\train\Image_-489-_jpg.rf.2kn8zHHakqLNW2cnAUuT__segment_crack.png,crack,train
dataset\images\train\cracking0118_jpg.rf.2qrYlriXYCUzhNU5FXs0.jpg,dataset\masks\train\cracking0118_jpg.rf.2qrYlriXYCUzhNU5FXs0__segment_crack.png,crack,train
dataset\images\train\images7_jpg.rf.37lmc4PchCxMTsDSKDuT.jpg,dataset\masks\train\images7_jpg.rf.37lmc4PchCxMTsDSKDuT__segment_crack.png,crack,train
dataset\images\train\mobile_jpg.rf.37LmaPd73VssuueWUlRF.jpg,dataset\masks\train\mobile_jpg.rf.37LmaPd73VssuueWUlRF__segment_crack.png,crack,train
dataset\images\train\3299_jpg.rf.2brNPITjoYjG1j3Qfvvr.jpg,dataset\masks\train\3299_jpg.rf.2brNPITjoYjG1j3Qfvvr__segment_crack.png,crack,train
dataset\images\train\00060_jpg.rf.3Ad4Fh2IsiULW9wQp76s.jpg,dataset\masks\train\00060_jpg.rf.3Ad4Fh2IsiULW9wQp76s__segment_crack.png,crack,train
dataset\images\train\2139_jpg.rf.3MxL5QMPnbIyZTpbDeXt.jpg,dataset\masks\train\2139_jpg.rf.3MxL5QMPnbIyZTpbDeXt__segment_crack.png,crack,train
dataset\images\train\2125_jpg.rf.ETXomMn8kVZ5QQ11LS5T.jpg,dataset\masks\train\2125_jpg.rf.ETXomMn8kVZ5QQ11LS5T__segment_crack.png,crack,train
dataset\images\train\3503_jpg.rf.EZjK33yZwlOfqUheHfvG.jpg,dataset\masks\train\3503_jpg.rf.EZjK33yZwlOfqUheHfvG__segment_crack.png,crack,train
dataset\images\train\Image_-406-_jpg.rf.Ezu34bGICIdRknrb8e2n.jpg,dataset\masks\train\Image_-406-_jpg.rf.Ezu34bGICIdRknrb8e2n__segment_crack.png,crack,train
dataset\images\train\cracking0102226_jpg.rf.F8cKd6HnazRxcRKJusR7.jpg,dataset\masks\train\cracking0102226_jpg.rf.F8cKd6HnazRxcRKJusR7__segment_crack.png,crack,train
dataset\images\train\3128_jpg.rf.F60MHJ3BAwakHU8uWEdl.jpg,dataset\masks\train\3128_jpg.rf.F60MHJ3BAwakHU8uWEdl__segment_crack.png,crack,train
dataset\images\train\1127-dat_png_jpg.rf.F8gdh0WxZWIY8ttLnPtm.jpg,dataset\masks\train\1127-dat_png_jpg.rf.F8gdh0WxZWIY8ttLnPtm__segment_crack.png,crack,train
dataset\images\train\cracking103_jpg.rf.F8yIV1NOgDlefMqHy5wu.jpg,dataset\masks\train\cracking103_jpg.rf.F8yIV1NOgDlefMqHy5wu__segment_crack.png,crack,train
dataset\images\train\photo_6165758190491385221_y_jpg.rf.FwlelUj3zJSqV9tWmBkX.jpg,dataset\masks\train\photo_6165758190491385221_y_jpg.rf.FwlelUj3zJSqV9tWmBkX__segment_crack.png,crack,train
dataset\images\train\crack251_jpg.rf.FtFe2aCXf7Vjf6snZIFe.jpg,dataset\masks\train\crack251_jpg.rf.FtFe2aCXf7Vjf6snZIFe__segment_crack.png,crack,train
dataset\images\train\crack269_jpg.rf.G8NpjoA3K7QF4OVbCwvx.jpg,dataset\masks\train\crack269_jpg.rf.G8NpjoA3K7QF4OVbCwvx__segment_crack.png,crack,train
dataset\images\train\444-dat_png_jpg.rf.GH20Nf4mj51HiQI0Qz7G.jpg,dataset\masks\train\444-dat_png_jpg.rf.GH20Nf4mj51HiQI0Qz7G__segment_crack.png,crack,train
dataset\images\train\2195_jpg.rf.GYVxZy4cv4vf7q5d92wt.jpg,dataset\masks\train\2195_jpg.rf.GYVxZy4cv4vf7q5d92wt__segment_crack.png,crack,train
dataset\images\train\1010-dat_png_jpg.rf.GdJ0VFAvsWL95iL7mG4E.jpg,dataset\masks\train\1010-dat_png_jpg.rf.GdJ0VFAvsWL95iL7mG4E__segment_crack.png,crack,train
dataset\images\train\cracking396_jpg.rf.GmMiBGzhp2PxywHeF1M7.jpg,dataset\masks\train\cracking396_jpg.rf.GmMiBGzhp2PxywHeF1M7__segment_crack.png,crack,train
dataset\images\train\2_jpg.rf.GwTbQ15qv0HqVRepBL0b.jpg,dataset\masks\train\2_jpg.rf.GwTbQ15qv0HqVRepBL0b__segment_crack.png,crack,train
dataset\images\train\Image_-797-_jpg.rf.H5dbXcGBwItnF20HEmsh.jpg,dataset\masks\train\Image_-797-_jpg.rf.H5dbXcGBwItnF20HEmsh__segment_crack.png,crack,train
dataset\images\train\cracking0126_jpg.rf.HDZBAkg2uuoDFwPt6cmY.jpg,dataset\masks\train\cracking0126_jpg.rf.HDZBAkg2uuoDFwPt6cmY__segment_crack.png,crack,train
dataset\images\train\1139-dat_png_jpg.rf.Gt9rLeLYsrns1P63ELGv.jpg,dataset\masks\train\1139-dat_png_jpg.rf.Gt9rLeLYsrns1P63ELGv__segment_crack.png,crack,train
dataset\images\train\cracking462_jpg.rf.HFp2Y82iDh56vN6dJ489.jpg,dataset\masks\train\cracking462_jpg.rf.HFp2Y82iDh56vN6dJ489__segment_crack.png,crack,train
dataset\images\train\crack354_jpg.rf.HFbZd5Dnm2BYMTjFuQ1g.jpg,dataset\masks\train\crack354_jpg.rf.HFbZd5Dnm2BYMTjFuQ1g__segment_crack.png,crack,train
dataset\images\train\cracking063_jpg.rf.HO7cZOeOlsl1CXnSI2QI.jpg,dataset\masks\train\cracking063_jpg.rf.HO7cZOeOlsl1CXnSI2QI__segment_crack.png,crack,train
dataset\images\train\1010-dat_png_jpg.rf.HYik5dNHeCeVvosQWCnv.jpg,dataset\masks\train\1010-dat_png_jpg.rf.HYik5dNHeCeVvosQWCnv__segment_crack.png,crack,train
dataset\images\train\cracking81_jpg.rf.HYp2KLcqaaU6rIFHLrKm.jpg,dataset\masks\train\cracking81_jpg.rf.HYp2KLcqaaU6rIFHLrKm__segment_crack.png,crack,train
dataset\images\train\image02_jpg.rf.HrWcfUoIyW89k0SmoUyp.jpg,dataset\masks\train\image02_jpg.rf.HrWcfUoIyW89k0SmoUyp__segment_crack.png,crack,train
dataset\images\train\photo_6186122103615503271_y_jpg.rf.HwwUcj8NlR0YT6aG5N0F.jpg,dataset\masks\train\photo_6186122103615503271_y_jpg.rf.HwwUcj8NlR0YT6aG5N0F__segment_crack.png,crack,train
dataset\images\train\1009-dat_png_jpg.rf.2RJFPITqj1maDv9aVuNy.jpg,dataset\masks\train\1009-dat_png_jpg.rf.2RJFPITqj1maDv9aVuNy__segment_crack.png,crack,train
dataset\images\train\image04_png_jpg.rf.2kQuBiNa7RCpXIeqUyvj.jpg,dataset\masks\train\image04_png_jpg.rf.2kQuBiNa7RCpXIeqUyvj__segment_crack.png,crack,train
dataset\images\train\cracking450_jpg.rf.2qkWX5oG3xGwyao7wXZV.jpg,dataset\masks\train\cracking450_jpg.rf.2qkWX5oG3xGwyao7wXZV__segment_crack.png,crack,train
dataset\images\train\3555_jpg.rf.33iGzLBDCCvuhHkUoWw4.jpg,dataset\masks\train\3555_jpg.rf.33iGzLBDCCvuhHkUoWw4__segment_crack.png,crack,train
dataset\images\train\cracking522_jpg.rf.36nbZMTZftO6Usmez9Dp.jpg,dataset\masks\train\cracking522_jpg.rf.36nbZMTZftO6Usmez9Dp__segment_crack.png,crack,train
dataset\images\train\a_34_10_png_jpg.rf.35Ee16cIIce8ncbdtrlP.jpg,dataset\masks\train\a_34_10_png_jpg.rf.35Ee16cIIce8ncbdtrlP__segment_crack.png,crack,train
dataset\images\train\2417_jpg.rf.38RN2DMWC4V3Oug5vUhk.jpg,dataset\masks\train\2417_jpg.rf.38RN2DMWC4V3Oug5vUhk__segment_crack.png,crack,train
dataset\images\train\1066-dat_png_jpg.rf.38WYgvRrldYubPErDX2u.jpg,dataset\masks\train\1066-dat_png_jpg.rf.38WYgvRrldYubPErDX2u__segment_crack.png,crack,train
dataset\images\train\crack257_jpg.rf.3VXf0lBKesQQ2RljF5hR.jpg,dataset\masks\train\crack257_jpg.rf.3VXf0lBKesQQ2RljF5hR__segment_crack.png,crack,train
dataset\images\train\photo_6186122103615503105_y_jpg.rf.3UDK19KIMkDvjDIYhNiq.jpg,dataset\masks\train\photo_6186122103615503105_y_jpg.rf.3UDK19KIMkDvjDIYhNiq__segment_crack.png,crack,train
dataset\images\train\00017_jpg.rf.3ZSTYn1cypyEfnVKogQO.jpg,dataset\masks\train\00017_jpg.rf.3ZSTYn1cypyEfnVKogQO__segment_crack.png,crack,train
dataset\images\train\Retaining-Wall-Crack_jpg.rf.3MARKVikCCbW5S4SThv9.jpg,dataset\masks\train\Retaining-Wall-Crack_jpg.rf.3MARKVikCCbW5S4SThv9__segment_crack.png,crack,train
dataset\images\train\00028_jpg.rf.3tj50GdV5it4sMnbxnNi.jpg,dataset\masks\train\00028_jpg.rf.3tj50GdV5it4sMnbxnNi__segment_crack.png,crack,train
dataset\images\train\cracking43_jpg.rf.45wzQnPigZT7zE3sLd6u.jpg,dataset\masks\train\cracking43_jpg.rf.45wzQnPigZT7zE3sLd6u__segment_crack.png,crack,train
dataset\images\train\cracking148_jpg.rf.4C55UU5hVtG1G9ymtSV2.jpg,dataset\masks\train\cracking148_jpg.rf.4C55UU5hVtG1G9ymtSV2__segment_crack.png,crack,train
dataset\images\train\cracking147_jpg.rf.4FKrtx974E5kctnMlN0J.jpg,dataset\masks\train\cracking147_jpg.rf.4FKrtx974E5kctnMlN0J__segment_crack.png,crack,train
dataset\images\train\cracking0102_jpg.rf.9C3h86EHj3LCw30R6hO6.jpg,dataset\masks\train\cracking0102_jpg.rf.9C3h86EHj3LCw30R6hO6__segment_crack.png,crack,train
dataset\images\train\411-dat_png_jpg.rf.9Fv0HosBPiAl98L47QzP.jpg,dataset\masks\train\411-dat_png_jpg.rf.9Fv0HosBPiAl98L47QzP__segment_crack.png,crack,train
dataset\images\train\2418_jpg.rf.9MbOYBfX8yoD8XtKA0Op.jpg,dataset\masks\train\2418_jpg.rf.9MbOYBfX8yoD8XtKA0Op__segment_crack.png,crack,train
dataset\images\train\images23_jpg.rf.9lK1FgLfdQJ0E2xQSQU7.jpg,dataset\masks\train\images23_jpg.rf.9lK1FgLfdQJ0E2xQSQU7__segment_crack.png,crack,train
dataset\images\train\cracking470_jpg.rf.9mSGBlsrCiWNjwqsjHHq.jpg,dataset\masks\train\cracking470_jpg.rf.9mSGBlsrCiWNjwqsjHHq__segment_crack.png,crack,train
dataset\images\train\2132_jpg.rf.9BrCaQUl0fUJ4wv45pXe.jpg,dataset\masks\train\2132_jpg.rf.9BrCaQUl0fUJ4wv45pXe__segment_crack.png,crack,train
dataset\images\train\2115_jpg.rf.9pfsDBGrDXbGghO0PSWV.jpg,dataset\masks\train\2115_jpg.rf.9pfsDBGrDXbGghO0PSWV__segment_crack.png,crack,train
dataset\images\train\Image_-548-_jpg.rf.AUagRG6yu9eeCzWi1JY3.jpg,dataset\masks\train\Image_-548-_jpg.rf.AUagRG6yu9eeCzWi1JY3__segment_crack.png,crack,train
dataset\images\train\2021_jpg.rf.AGjcv3akM5RSNYqEwaNU.jpg,dataset\masks\train\2021_jpg.rf.AGjcv3akM5RSNYqEwaNU__segment_crack.png,crack,train
dataset\images\train\cracking545_jpg.rf.AIhC1J7cv6owRNMVVjPb.jpg,dataset\masks\train\cracking545_jpg.rf.AIhC1J7cv6owRNMVVjPb__segment_crack.png,crack,train
dataset\images\train\photo_6186122103615503105_y_jpg.rf.AZSa5rmNK5G4N4UnzBOB.jpg,dataset\masks\train\photo_6186122103615503105_y_jpg.rf.AZSa5rmNK5G4N4UnzBOB__segment_crack.png,crack,train
dataset\images\train\Wall-Crack-2_jpg.rf.AhHBL09Uptiw7VseEcID.jpg,dataset\masks\train\Wall-Crack-2_jpg.rf.AhHBL09Uptiw7VseEcID__segment_crack.png,crack,train
dataset\images\train\2189_jpg.rf.AhiE2Vf1khnbii4WnUdH.jpg,dataset\masks\train\2189_jpg.rf.AhiE2Vf1khnbii4WnUdH__segment_crack.png,crack,train
dataset\images\train\00416-Copy_jpg.rf.Aky9JMZOlZZGfmsl1bNL.jpg,dataset\masks\train\00416-Copy_jpg.rf.Aky9JMZOlZZGfmsl1bNL__segment_crack.png,crack,train
dataset\images\train\images73_jpg.rf.Altiod72jIqUxYdRncrW.jpg,dataset\masks\train\images73_jpg.rf.Altiod72jIqUxYdRncrW__segment_crack.png,crack,train
dataset\images\train\cracking0102093_jpg.rf.Ahagaov8uwconggcJePY.jpg,dataset\masks\train\cracking0102093_jpg.rf.Ahagaov8uwconggcJePY__segment_crack.png,crack,train
dataset\images\train\cracking470_jpg.rf.B1CRqVzjpE9CMJiKgoT1.jpg,dataset\masks\train\cracking470_jpg.rf.B1CRqVzjpE9CMJiKgoT1__segment_crack.png,crack,train
dataset\images\train\crack286_jpg.rf.BOOq5GPg12nQ2U3ADX7y.jpg,dataset\masks\train\crack286_jpg.rf.BOOq5GPg12nQ2U3ADX7y__segment_crack.png,crack,train
dataset\images\train\cracking0102073_jpg.rf.B4qmsG5rwLYCPZIhJ9Fo.jpg,dataset\masks\train\cracking0102073_jpg.rf.B4qmsG5rwLYCPZIhJ9Fo__segment_crack.png,crack,train
dataset\images\train\2198_jpg.rf.BEYoHrjdjgEsdPcxl3DF.jpg,dataset\masks\train\2198_jpg.rf.BEYoHrjdjgEsdPcxl3DF__segment_crack.png,crack,train
dataset\images\train\3863_jpg.rf.BNIVVbgwsCp4BABM8RvH.jpg,dataset\masks\train\3863_jpg.rf.BNIVVbgwsCp4BABM8RvH__segment_crack.png,crack,train
dataset\images\train\cracking543_jpg.rf.NwEZty4ZYJYQC3IAe436.jpg,dataset\masks\train\cracking543_jpg.rf.NwEZty4ZYJYQC3IAe436__segment_crack.png,crack,train
dataset\images\train\cracking063_jpg.rf.NyHGNftDsOFSvRTnleKT.jpg,dataset\masks\train\cracking063_jpg.rf.NyHGNftDsOFSvRTnleKT__segment_crack.png,crack,train
dataset\images\train\mick-haupt-7Kv1Elbagcc-unsplash-scaled_jpg.rf.BXGvwV21ftMPfVyPrtc1.jpg,dataset\masks\train\mick-haupt-7Kv1Elbagcc-unsplash-scaled_jpg.rf.BXGvwV21ftMPfVyPrtc1__segment_crack.png,crack,train
dataset\images\train\a_0_27_png_jpg.rf.OFepS6jR9wyOu3DfSgMi.jpg,dataset\masks\train\a_0_27_png_jpg.rf.OFepS6jR9wyOu3DfSgMi__segment_crack.png,crack,train
dataset\images\train\Image_-740-_jpg.rf.ODGeU7bkEZnaTBrCQYzn.jpg,dataset\masks\train\Image_-740-_jpg.rf.ODGeU7bkEZnaTBrCQYzn__segment_crack.png,crack,train
dataset\images\train\00013_jpg.rf.Ocz5isFB4bK0AxUXOM2a.jpg,dataset\masks\train\00013_jpg.rf.Ocz5isFB4bK0AxUXOM2a__segment_crack.png,crack,train
dataset\images\train\3503_jpg.rf.OahDRY2T5P33x76NOLEp.jpg,dataset\masks\train\3503_jpg.rf.OahDRY2T5P33x76NOLEp__segment_crack.png,crack,train
dataset\images\train\2347_jpg.rf.OSF1iMPC0htRT79WockX.jpg,dataset\masks\train\2347_jpg.rf.OSF1iMPC0htRT79WockX__segment_crack.png,crack,train
dataset\images\train\a_36_9_png_jpg.rf.OphwJibIFn6w1SiaYCvT.jpg,dataset\masks\train\a_36_9_png_jpg.rf.OphwJibIFn6w1SiaYCvT__segment_crack.png,crack,train
dataset\images\train\cracking524_jpg.rf.OiMoMBS6T1cw0kCjKX89.jpg,dataset\masks\train\cracking524_jpg.rf.OiMoMBS6T1cw0kCjKX89__segment_crack.png,crack,train
dataset\images\train\2536_jpg.rf.OoTT2fe3zyWLEtTHbZ2V.jpg,dataset\masks\train\2536_jpg.rf.OoTT2fe3zyWLEtTHbZ2V__segment_crack.png,crack,train
dataset\images\train\2081_jpg.rf.Oro7jmIBr6pSQZ9v4ip8.jpg,dataset\masks\train\2081_jpg.rf.Oro7jmIBr6pSQZ9v4ip8__segment_crack.png,crack,train
dataset\images\train\Image_-424-_jpg.rf.P0EGDDh5V2MICzquKpf5.jpg,dataset\masks\train\Image_-424-_jpg.rf.P0EGDDh5V2MICzquKpf5__segment_crack.png,crack,train
dataset\images\train\00019_jpg.rf.PE91zN1VhfSQo8fYgJXn.jpg,dataset\masks\train\00019_jpg.rf.PE91zN1VhfSQo8fYgJXn__segment_crack.png,crack,train
dataset\images\train\16_jpg.rf.PZNJTtwmTnfzS6AghwxO.jpg,dataset\masks\train\16_jpg.rf.PZNJTtwmTnfzS6AghwxO__segment_crack.png,crack,train
dataset\images\train\44_jpg.rf.PUTLHI7QB0sfFi90PNTs.jpg,dataset\masks\train\44_jpg.rf.PUTLHI7QB0sfFi90PNTs__segment_crack.png,crack,train
dataset\images\train\Stair-Step-Crack_jpg.rf.PhCWubnLaVol6wn3VU6T.jpg,dataset\masks\train\Stair-Step-Crack_jpg.rf.PhCWubnLaVol6wn3VU6T__segment_crack.png,crack,train
dataset\images\train\a_0_11_png_jpg.rf.PjgAR0bW55qigug4O8Qk.jpg,dataset\masks\train\a_0_11_png_jpg.rf.PjgAR0bW55qigug4O8Qk__segment_crack.png,crack,train
dataset\images\train\Image_-452-_jpg.rf.Q0quh9kJEMIRF4hRZKQs.jpg,dataset\masks\train\Image_-452-_jpg.rf.Q0quh9kJEMIRF4hRZKQs__segment_crack.png,crack,train
dataset\images\train\42_jpg.rf.Ptu9CvpnsYC0tJA4l7V3.jpg,dataset\masks\train\42_jpg.rf.Ptu9CvpnsYC0tJA4l7V3__segment_crack.png,crack,train
dataset\images\train\cracking0102053_jpg.rf.Q5ruQaOITK0kUtfuGFO0.jpg,dataset\masks\train\cracking0102053_jpg.rf.Q5ruQaOITK0kUtfuGFO0__segment_crack.png,crack,train
dataset\images\train\cracking326_jpg.rf.QKfUTBvQ7Dm7TSbKtWZW.jpg,dataset\masks\train\cracking326_jpg.rf.QKfUTBvQ7Dm7TSbKtWZW__segment_crack.png,crack,train
dataset\images\train\2600_jpg.rf.aHfG2KzCpo4VacMdacnD.jpg,dataset\masks\train\2600_jpg.rf.aHfG2KzCpo4VacMdacnD__segment_crack.png,crack,train
dataset\images\train\2594_jpg.rf.aPwoBgtadDJb6ilGn58B.jpg,dataset\masks\train\2594_jpg.rf.aPwoBgtadDJb6ilGn58B__segment_crack.png,crack,train
dataset\images\train\a_31_56_png_jpg.rf.aro9t2g9pHBA1tpJxBV6.jpg,dataset\masks\train\a_31_56_png_jpg.rf.aro9t2g9pHBA1tpJxBV6__segment_crack.png,crack,train
dataset\images\train\810-dat_png_jpg.rf.bSDnPncLtD4tUrDQNEOz.jpg,dataset\masks\train\810-dat_png_jpg.rf.bSDnPncLtD4tUrDQNEOz__segment_crack.png,crack,train
dataset\images\train\cracking0102089_jpg.rf.bTis5S4s15EekmjyQs9x.jpg,dataset\masks\train\cracking0102089_jpg.rf.bTis5S4s15EekmjyQs9x__segment_crack.png,crack,train
dataset\images\train\1789_jpg.rf.bOwYBkiIKAf6KYzvF0Ot.jpg,dataset\masks\train\1789_jpg.rf.bOwYBkiIKAf6KYzvF0Ot__segment_crack.png,crack,train
dataset\images\train\a_34_12_png_jpg.rf.bgfgM9BuJIW2n2vUlnFI.jpg,dataset\masks\train\a_34_12_png_jpg.rf.bgfgM9BuJIW2n2vUlnFI__segment_crack.png,crack,train
dataset\images\train\cracking462_jpg.rf.c8lMIrLEIFbwIOoQYEub.jpg,dataset\masks\train\cracking462_jpg.rf.c8lMIrLEIFbwIOoQYEub__segment_crack.png,crack,train
dataset\images\train\a_16_3_png_jpg.rf.c1R24KuL4thMIZzw2F6U.jpg,dataset\masks\train\a_16_3_png_jpg.rf.c1R24KuL4thMIZzw2F6U__segment_crack.png,crack,train
dataset\images\train\2168_jpg.rf.cAGl3AQL8fQl4opPJrQS.jpg,dataset\masks\train\2168_jpg.rf.cAGl3AQL8fQl4opPJrQS__segment_crack.png,crack,train
dataset\images\train\cracking575_jpg.rf.cETlWdN17hIxlM9x8f30.jpg,dataset\masks\train\cracking575_jpg.rf.cETlWdN17hIxlM9x8f30__segment_crack.png,crack,train
dataset\images\train\cracking026_jpg.rf.cLvyIKeDdedvn5Jprshk.jpg,dataset\masks\train\cracking026_jpg.rf.cLvyIKeDdedvn5Jprshk__segment_crack.png,crack,train
dataset\images\train\3164_jpg.rf.blpsZDpr3EAcxG9lrrNw.jpg,dataset\masks\train\3164_jpg.rf.blpsZDpr3EAcxG9lrrNw__segment_crack.png,crack,train
dataset\images\train\cracking4701_jpg.rf.cZ1cOSu0RMOVmH6ycwoJ.jpg,dataset\masks\train\cracking4701_jpg.rf.cZ1cOSu0RMOVmH6ycwoJ__segment_crack.png,crack,train
dataset\images\train\1930_jpg.rf.cVSOBj8pitbiBR7OGX3t.jpg,dataset\masks\train\1930_jpg.rf.cVSOBj8pitbiBR7OGX3t__segment_crack.png,crack,train
dataset\images\train\images_jpg.rf.cbg7qQFvbdAc6g8t92fN.jpg,dataset\masks\train\images_jpg.rf.cbg7qQFvbdAc6g8t92fN__segment_crack.png,crack,train
dataset\images\train\Adobe_190735233-Crack-settlement-101-250x250_jpg.rf.caGbP3TJJGzTx23LuzS7.jpg,dataset\masks\train\Adobe_190735233-Crack-settlement-101-250x250_jpg.rf.caGbP3TJJGzTx23LuzS7__segment_crack.png,crack,train
dataset\images\train\1864_jpg.rf.cdBarWqmp1Sad6VhEBov.jpg,dataset\masks\train\1864_jpg.rf.cdBarWqmp1Sad6VhEBov__segment_crack.png,crack,train
dataset\images\train\cracking0102109_jpg.rf.cqq8QUf6lsh5qqjP3SF3.jpg,dataset\masks\train\cracking0102109_jpg.rf.cqq8QUf6lsh5qqjP3SF3__segment_crack.png,crack,train
dataset\images\train\cracking204_jpg.rf.Ghlqeej4NWN4nzFLxy3e.jpg,dataset\masks\train\cracking204_jpg.rf.Ghlqeej4NWN4nzFLxy3e__segment_crack.png,crack,train
dataset\images\train\image05_png_jpg.rf.Gb7s3XXLpdssUYKa9KFm.jpg,dataset\masks\train\image05_png_jpg.rf.Gb7s3XXLpdssUYKa9KFm__segment_crack.png,crack,train
dataset\images\train\00010_jpg.rf.Gcoj8d3KQokRIVeqyJxB.jpg,dataset\masks\train\00010_jpg.rf.Gcoj8d3KQokRIVeqyJxB__segment_crack.png,crack,train
dataset\images\train\27_jpg.rf.d8IW1X9xJJZ5ViTcuFEq.jpg,dataset\masks\train\27_jpg.rf.d8IW1X9xJJZ5ViTcuFEq__segment_crack.png,crack,train
dataset\images\train\crack364_jpg.rf.GmdTC74WnQeRqKsByL2z.jpg,dataset\masks\train\crack364_jpg.rf.GmdTC74WnQeRqKsByL2z__segment_crack.png,crack,train
dataset\images\train\1047-dat_png_jpg.rf.HIo0ouHaNtgaQSwDlxUr.jpg,dataset\masks\train\1047-dat_png_jpg.rf.HIo0ouHaNtgaQSwDlxUr__segment_crack.png,crack,train
dataset\images\train\crack338_jpg.rf.HC8nc5UBKdQCDf4hZ7yT.jpg,dataset\masks\train\crack338_jpg.rf.HC8nc5UBKdQCDf4hZ7yT__segment_crack.png,crack,train
dataset\images\train\images70_jpg.rf.HCUgwZlZ7kmPWXai3UjO.jpg,dataset\masks\train\images70_jpg.rf.HCUgwZlZ7kmPWXai3UjO__segment_crack.png,crack,train
dataset\images\train\cracking104_jpg.rf.HWpkWaBQfAnC7LGHVjX1.jpg,dataset\masks\train\cracking104_jpg.rf.HWpkWaBQfAnC7LGHVjX1__segment_crack.png,crack,train
dataset\images\train\2171_jpg.rf.HQ8GwtWaDrLtmJTp2SaC.jpg,dataset\masks\train\2171_jpg.rf.HQ8GwtWaDrLtmJTp2SaC__segment_crack.png,crack,train
